split,date,raw_type,mapped_label,class_index,file_path,file_name,window_index,start_sample,end_sample
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,2,5000,7500
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,3,7500,10000
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,4,10000,12500
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,5,12500,15000
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,6,15000,17500
val,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/151054_116848348_ecgdata.csv,151054_116848348_ecgdata.csv,7,17500,20000
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,0,0,2500
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,1,2500,5000
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,2,5000,7500
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,3,7500,10000
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,4,10000,12500
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,5,12500,15000
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,6,15000,17500
test,2025-07-14,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SArrh/153277_117015012_ecgdata.csv,153277_117015012_ecgdata.csv,7,17500,20000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,0,0,2500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,1,2500,5000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,2,5000,7500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,3,7500,10000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,4,10000,12500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,5,12500,15000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,6,15000,17500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/149945_116557769_ecgdata.csv,149945_116557769_ecgdata.csv,7,17500,20000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,0,0,2500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,1,2500,5000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,2,5000,7500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,3,7500,10000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,4,10000,12500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,5,12500,15000
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,6,15000,17500
train,2025-07-13,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SArrh/152460_116565082_ecgdata.csv,152460_116565082_ecgdata.csv,7,17500,20000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,0,0,2500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,1,2500,5000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,2,5000,7500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,3,7500,10000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,4,10000,12500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,5,12500,15000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,6,15000,17500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/149857_116588522_ecgdata.csv,149857_116588522_ecgdata.csv,7,17500,20000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,0,0,2500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,1,2500,5000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,2,5000,7500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,3,7500,10000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,4,10000,12500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,5,12500,15000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,6,15000,17500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/150977_117061329_ecgdata.csv,150977_117061329_ecgdata.csv,7,17500,20000
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,0,0,2500
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,1,2500,5000
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,2,5000,7500
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,3,7500,10000
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,4,10000,12500
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,5,12500,15000
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,6,15000,17500
train,2025-07-15,SArrh,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SArrh/151862_117126420_ecgdata.csv,151862_117126420_ecgdata.csv,7,17500,20000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,0,0,2500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,1,2500,5000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,2,5000,7500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,3,7500,10000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,4,10000,12500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,5,12500,15000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,6,15000,17500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/151703_116959473_ecgdata.csv,151703_116959473_ecgdata.csv,7,17500,20000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,0,0,2500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,1,2500,5000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,2,5000,7500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,3,7500,10000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,4,10000,12500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,5,12500,15000
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,6,15000,17500
train,2025-07-15,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-15/SRhy/152055_117021582_ecgdata.csv,152055_117021582_ecgdata.csv,7,17500,20000
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,0,0,2500
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,1,2500,5000
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,2,5000,7500
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,3,7500,10000
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,4,10000,12500
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,5,12500,15000
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,6,15000,17500
train,2025-07-14,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-14/SRhy/152899_116815442_ecgdata.csv,152899_116815442_ecgdata.csv,7,17500,20000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,0,0,2500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,1,2500,5000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,2,5000,7500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,3,7500,10000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,4,10000,12500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,5,12500,15000
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,6,15000,17500
train,2025-07-13,SRhy,NSR,0,/Users/Sonny/Research/Ecgdata/2025-07-13/SRhy/152773_116564390_ecgdata.csv,152773_116564390_ecgdata.csv,7,17500,20000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,0,0,2500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,1,2500,5000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,2,5000,7500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,3,7500,10000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,4,10000,12500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,5,12500,15000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,6,15000,17500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149578_117019527_ecgdata.csv,149578_117019527_ecgdata.csv,7,17500,20000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,0,0,2500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,1,2500,5000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,2,5000,7500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,3,7500,10000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,4,10000,12500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,5,12500,15000
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,6,15000,17500
val,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/150605_117094437_ecgdata.csv,150605_117094437_ecgdata.csv,7,17500,20000
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,0,0,2500
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,1,2500,5000
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,2,5000,7500
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,3,7500,10000
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,4,10000,12500
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,5,12500,15000
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,6,15000,17500
test,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/151029_116985099_ecgdata.csv,151029_116985099_ecgdata.csv,7,17500,20000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,0,0,2500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,1,2500,5000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,2,5000,7500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,3,7500,10000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,4,10000,12500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,5,12500,15000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,6,15000,17500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152350_117103642_ecgdata.csv,152350_117103642_ecgdata.csv,7,17500,20000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,0,0,2500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,1,2500,5000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,2,5000,7500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,3,7500,10000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,4,10000,12500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,5,12500,15000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,6,15000,17500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152602_116586493_ecgdata.csv,152602_116586493_ecgdata.csv,7,17500,20000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,0,0,2500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,1,2500,5000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,2,5000,7500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,3,7500,10000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,4,10000,12500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,5,12500,15000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,6,15000,17500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/153002_117055226_ecgdata.csv,153002_117055226_ecgdata.csv,7,17500,20000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,0,0,2500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,1,2500,5000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,2,5000,7500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,3,7500,10000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,4,10000,12500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,5,12500,15000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,6,15000,17500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/152109_117047020_ecgdata.csv,152109_117047020_ecgdata.csv,7,17500,20000
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,0,0,2500
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,1,2500,5000
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,2,5000,7500
