split,date,raw_type,mapped_label,class_index,file_path,file_name,window_index,start_sample,end_sample
test,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151053_116701287_ecgdata.csv,151053_116701287_ecgdata.csv,7,17500,20000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,0,0,2500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,1,2500,5000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,2,5000,7500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,3,7500,10000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,4,10000,12500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,5,12500,15000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,6,15000,17500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/151456_116644782_ecgdata.csv,151456_116644782_ecgdata.csv,7,17500,20000
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,0,0,2500
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,1,2500,5000
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,2,5000,7500
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,3,7500,10000
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,4,10000,12500
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,5,12500,15000
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,6,15000,17500
val,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116544542_ecgdata.csv,152904_116544542_ecgdata.csv,7,17500,20000
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,0,0,2500
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,1,2500,5000
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,2,5000,7500
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,3,7500,10000
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,4,10000,12500
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,5,12500,15000
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,6,15000,17500
test,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/150356_116666348_ecgdata.csv,150356_116666348_ecgdata.csv,7,17500,20000
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,0,0,2500
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,1,2500,5000
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,2,5000,7500
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,3,7500,10000
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,4,10000,12500
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,5,12500,15000
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,6,15000,17500
train,2025-07-13,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/JuRhy/152904_116520397_ecgdata.csv,152904_116520397_ecgdata.csv,7,17500,20000
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,0,0,2500
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,1,2500,5000
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,2,5000,7500
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,3,7500,10000
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,4,10000,12500
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,5,12500,15000
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,6,15000,17500
val,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/150915_116713939_ecgdata.csv,150915_116713939_ecgdata.csv,7,17500,20000
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,0,0,2500
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,1,2500,5000
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,2,5000,7500
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,3,7500,10000
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,4,10000,12500
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,5,12500,15000
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,6,15000,17500
test,2025-07-13,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/AtCou/149274_116684332_ecgdata.csv,149274_116684332_ecgdata.csv,7,17500,20000
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,0,0,2500
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,1,2500,5000
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,2,5000,7500
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,3,7500,10000
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,4,10000,12500
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,5,12500,15000
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,6,15000,17500
train,2025-07-13,EctAR,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-13/EctAR/152787_116713976_ecgdata.csv,152787_116713976_ecgdata.csv,7,17500,20000
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,0,0,2500
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,1,2500,5000
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,2,5000,7500
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,3,7500,10000
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,4,10000,12500
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,5,12500,15000
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,6,15000,17500
val,2025-07-13,AtRun,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/AtRun/151827_116630121_ecgdata.csv,151827_116630121_ecgdata.csv,7,17500,20000
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,0,0,2500
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,1,2500,5000
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,2,5000,7500
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,3,7500,10000
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,4,10000,12500
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,5,12500,15000
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,6,15000,17500
test,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/150507_116596363_ecgdata.csv,150507_116596363_ecgdata.csv,7,17500,20000
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,0,0,2500
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,1,2500,5000
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,2,5000,7500
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,3,7500,10000
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,4,10000,12500
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,5,12500,15000
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,6,15000,17500
train,2025-07-13,SVT,SVTA,4,/Users/Sonny/Research/Ecgdata/2025-07-13/SVT/152491_116693074_ecgdata.csv,152491_116693074_ecgdata.csv,7,17500,20000
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,0,0,2500
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,1,2500,5000
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,2,5000,7500
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,3,7500,10000
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,4,10000,12500
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,5,12500,15000
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,6,15000,17500
val,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116654416_ecgdata.csv,153100_116654416_ecgdata.csv,7,17500,20000
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,0,0,2500
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,1,2500,5000
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,2,5000,7500
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,3,7500,10000
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,4,10000,12500
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,5,12500,15000
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,6,15000,17500
test,2025-07-13,VeCou,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/VeCou/153100_116618927_ecgdata.csv,153100_116618927_ecgdata.csv,7,17500,20000
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,0,0,2500
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,1,2500,5000
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,2,5000,7500
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,3,7500,10000
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,4,10000,12500
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,5,12500,15000
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,6,15000,17500
train,2025-07-13,EctVe,B,5,/Users/Sonny/Research/Ecgdata/2025-07-13/EctVe/152715_116529429_ecgdata.csv,152715_116529429_ecgdata.csv,7,17500,20000
